record_id,event_date,admin1,admin2,operator,scope_type,consumer_class,restriction_type,queue_count,queue_id,planned_start_local,planned_end_local,actual_start_local,actual_end_local,planned_start_utc,planned_end_utc,actual_start_utc,actual_end_utc,timezone_name,status,confidence,impact_note,schedule_version,announced_at_utc,supersedes_record_id,emergency_override,attack_recovery_confounded,technical_outage_confounded,weather_confounded,analysis_eligible,publication_eligible,source_authority,source_url,source_note,confound_scope,affected_admin1,key_event_ids,execution_event_ids,methodology_rule_ids,explanation_zh,status_norm,scope_type_norm,restriction_type_norm,source_grade,evidence_rank,actual_time_semantics,record_role,schema_version
R20240923_AUD_001,2024-09-23,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-09-23 00:00:00+03:00,2024-09-24 00:00:00+03:00,,,2024-09-22 21:00:00+00:00,2024-09-23 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?after=3287,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20240925_AUD_001,2024-09-25,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-09-25 00:00:00+03:00,2024-09-26 00:00:00+03:00,,,2024-09-24 21:00:00+00:00,2024-09-25 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?after=3287,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20240926_AUD_001,2024-09-26,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-09-26 00:00:00+03:00,2024-09-27 00:00:00+03:00,,,2024-09-25 21:00:00+00:00,2024-09-26 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,"Official forecast: no scheduled restriction, while drone attacks on energy facilities were reported in several oblasts; not a clean zero-exposure control. Confidence: high.",audited_final,,,0,1,0,0,0,0,official_tso_archive,https://t.me/s/ukrenergo?after=3287,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Official forecast: no scheduled restriction, while drone attacks on energy facilities were reported in several oblasts; not a clean zero-exposure control. Confidence: high.【置信度：high】",no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20240927_AUD_001,2024-09-27,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-09-27 00:00:00+03:00,2024-09-28 00:00:00+03:00,,,2024-09-26 21:00:00+00:00,2024-09-27 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official DSO forwarding/confirmation: no scheduled restrictions. Stored as national planned-control evidence with DSO corroboration. Confidence: high. v2.4: 全国无计划限电只适用于未列入 affected_admin1 的地区，受影响州需按 execution_events/key_events 排除。,audited_final,,,0,0,0,0,1,0,official_dso,https://t.me/s/kharkivenergy?before=677,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,regional,Sumy Oblast,KE20240927_SUMY_SHORT_EMERGENCY,XE20240927_SUMY_SGAV_ACTIVATE|XE20240927_SUMY_GAV_ALL|XE20240927_SUMY_CANCEL_ALL,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official DSO forwarding/confirmation: no scheduled restrictions. Stored as national planned-control evidence with DSO corroboration. Confidence: high. v2.4: 全国无计划限电只适用于未列入 affected_admin1 的地区，受影响州需按 execution_events/key_events 排除。【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241001_AUD_001,2024-10-01,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-01 00:00:00+03:00,2024-10-02 00:00:00+03:00,,,2024-09-30 21:00:00+00:00,2024-10-01 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?after=3318,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241002_AUD_001,2024-10-02,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-02 00:00:00+03:00,2024-10-03 00:00:00+03:00,,,2024-10-01 21:00:00+00:00,2024-10-02 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3341,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241004_AUD_001,2024-10-04,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-04 00:00:00+03:00,2024-10-05 00:00:00+03:00,,,2024-10-03 21:00:00+00:00,2024-10-04 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high. v2.4: 全国无计划限电只适用于未列入 affected_admin1 的地区，受影响州需按 execution_events/key_events 排除。,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3348,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,regional,Sumy Oblast|Poltava Oblast,KE20241004_SUMY_POLTAVA_GAV,XE20241004_SUMY_GAV_ACTIVATE|XE20241004_SUMY_GAV_CANCEL,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high. v2.4: 全国无计划限电只适用于未列入 affected_admin1 的地区，受影响州需按 execution_events/key_events 排除。【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241005_AUD_001,2024-10-05,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-05 00:00:00+03:00,2024-10-06 00:00:00+03:00,,,2024-10-04 21:00:00+00:00,2024-10-05 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,1,official_tso_archive,https://t.me/s/Ukrenergo/3328,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241006_AUD_001,2024-10-06,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-06 00:00:00+03:00,2024-10-07 00:00:00+03:00,,,2024-10-05 21:00:00+00:00,2024-10-06 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,1,official_tso_archive,https://t.me/s/Ukrenergo/3328,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241007_AUD_001,2024-10-07,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-07 00:00:00+03:00,2024-10-08 00:00:00+03:00,,,2024-10-06 21:00:00+00:00,2024-10-07 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?after=3318,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241008_AUD_001,2024-10-08,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-08 00:00:00+03:00,2024-10-09 00:00:00+03:00,,,2024-10-07 21:00:00+00:00,2024-10-08 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3341,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241009_AUD_001,2024-10-09,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-09 00:00:00+03:00,2024-10-10 00:00:00+03:00,,,2024-10-08 21:00:00+00:00,2024-10-09 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3361,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241010_AUD_001,2024-10-10,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-10 00:00:00+03:00,2024-10-11 00:00:00+03:00,,,2024-10-09 21:00:00+00:00,2024-10-10 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3361,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241011_AUD_001,2024-10-11,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-11 00:00:00+03:00,2024-10-12 00:00:00+03:00,,,2024-10-10 21:00:00+00:00,2024-10-11 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3359,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241012_AUD_001,2024-10-12,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-12 00:00:00+03:00,2024-10-13 00:00:00+03:00,,,2024-10-11 21:00:00+00:00,2024-10-12 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3361,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241015_AUD_001,2024-10-15,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-15 00:00:00+03:00,2024-10-16 00:00:00+03:00,,,2024-10-14 21:00:00+00:00,2024-10-15 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3372,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241016_AUD_001,2024-10-16,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-16 00:00:00+03:00,2024-10-17 00:00:00+03:00,,,2024-10-15 21:00:00+00:00,2024-10-16 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions; technical outages in some southern oblasts remain separate. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3359,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions; technical outages in some southern oblasts remain separate. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241017_AUD_001,2024-10-17,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-17 00:00:00+03:00,2024-10-18 00:00:00+03:00,,,2024-10-16 21:00:00+00:00,2024-10-17 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3372,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241018_AUD_001,2024-10-18,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-10-18 00:00:00+03:00,2024-10-19 00:00:00+03:00,,,2024-10-17 21:00:00+00:00,2024-10-18 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,Official forecast: no scheduled consumption restrictions. Confidence: high.,audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3372,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official forecast: no scheduled consumption restrictions. Confidence: high.【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241111_EMG_001,2024-11-11,Cherkasy Oblast,,Ukrenergo / Cherkasy regional authorities,oblast,household_general,emergency_outage,,,2024-11-11 06:31:00+02:00,2024-11-11 13:00:00+02:00,,,2024-11-11 04:31:00+00:00,2024-11-11 11:00:00+00:00,,,Europe/Kyiv,confirmed,medium,"Preventive emergency outages were introduced in Cherkasy Oblast from 06:31 on Ukrenergo command amid a missile-strike threat. Ukrenergo later said morning emergency outages in most affected oblasts would be cancelled shortly; reports place broad cancellation around late morning/noon. 13:00 is therefore an approximate event-window endpoint, not an exact local restoration timestamp. Confidence: medium.",audited_final,,,1,1,0,0,0,0,official_local_government,https://smila-rada.gov.ua/calendar-created/month/2024-11,Start time 06:31 is official local-government text; end is approximate from broader Ukrenergo cancellation reporting.,regional,Cherkasy Oblast|Odesa Oblast|Dnipropetrovsk Oblast|Kyiv City|Kyiv Oblast|Donetsk Oblast|Sumy Oblast|Kharkiv Oblast|other affected oblasts,KE20241111_PREVENTIVE_EMERGENCY,XE20241111_DN_EMG_STATE_0735|XE20241111_DN_EMG_CANCEL_BY_1323,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Preventive emergency outages were introduced in Cherkasy Oblast from 06:31 on Ukrenergo command amid a missile-strike threat. Ukrenergo later said morning emergency outages in most affected oblasts would be cancelled shortly; reports place broad cancellation around late morning/noon. 13:00 is therefore an approximate event-window endpoint, not an exact local restoration timestamp. Confidence: medium.【置信度：medium】",confirmed,oblast,emergency,secondary,3,not_populated,emergency_override,v3.0
R20241113_Q0_001,2024-11-13,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-11-13 00:00:00+02:00,2024-11-14 00:00:00+02:00,,,2024-11-12 22:00:00+00:00,2024-11-13 22:00:00+00:00,,,Europe/Kyiv,no_restriction,high,"Ukrenergo explicitly stated that no restriction measures were planned for household consumers on 13 November. Industry/business was restricted separately, so this q0 applies only to household scheduled restrictions. Confidence: high.",audited_final,,,0,0,1,1,0,0,official_tso,https://t.me/s/ukrenergo?before=3433,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Ukrenergo explicitly stated that no restriction measures were planned for household consumers on 13 November. Industry/business was restricted separately, so this q0 applies only to household scheduled restrictions. Confidence: high.【置信度：high】",no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241113_GOP_001,2024-11-13,ALL,,Ukrenergo,national,industry_business,power_limit,,,2024-11-13 07:00:00+02:00,2024-11-13 20:00:00+02:00,,,2024-11-13 05:00:00+00:00,2024-11-13 18:00:00+00:00,,,Europe/Kyiv,shortened,high,"All regions were placed under industrial/business power-limitation schedules from 07:00 with a planned endpoint of 20:00. Ukrenergo later announced the temporary restrictions had been cancelled after maneuvering-generation equipment issues were resolved; the exact cancellation minute is not stated in the archived text, so actual_end remains blank. Immediate causes also included reduced imports and low solar efficiency in cloudy weather. Confidence: high.",audited_final,,,0,1,1,1,0,0,official_tso,https://t.me/s/ukrenergo?before=3433,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"All regions were placed under industrial/business power-limitation schedules from 07:00 with a planned endpoint of 20:00. Ukrenergo later announced the temporary restrictions had been cancelled after maneuvering-generation equipment issues were resolved; the exact cancellation minute is not stated in the archived text, so actual_end remains blank. Immediate causes also included reduced imports and low solar efficiency in cloudy weather. Confidence: high.【置信度：high】",shortened,national,power_limit,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241114_AUD_001,2024-11-14,ALL,,Ukrenergo,national,household,no_restriction,0,,2024-11-14 00:00:00+02:00,2024-11-15 00:00:00+02:00,,,2024-11-13 22:00:00+00:00,2024-11-14 22:00:00+00:00,,,Europe/Kyiv,no_restriction,high,"After the temporary industrial/business restriction on 13 November was cancelled, Ukrenergo forecast no restriction measures for 14 November. Confidence: high.",audited_final,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/ukrenergo?before=3433,Audit-added verified zero scheduled-restriction control. q0 does not imply no combat/technical/weather outage.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"After the temporary industrial/business restriction on 13 November was cancelled, Ukrenergo forecast no restriction measures for 14 November. Confidence: high.【置信度：high】",no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20241117_POL_001,2024-11-17,Poltava Oblast,,Poltavaoblenergo,oblast,household_general,no_restriction,0,,2024-11-17 00:00:00+02:00,2024-11-18 00:00:00+02:00,,,2024-11-16 22:00:00+00:00,2024-11-17 22:00:00+00:00,,,Europe/Kyiv,superseded,high,Day-ahead plan for Poltava Oblast said hourly outage schedules would not be applied because Ukrenergo had not assigned a consumption limit. The plan was overridden the next morning by emergency GAV during a mass attack. Retained only as the pre-event plan. Confidence: high.,day_ahead_plan,,,1,1,0,0,0,0,official_dso,https://t.me/s/poltavaoe?before=1909,,national_system,multiple regions nationwide,KE20241117_MAJOR_ATTACK,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Day-ahead plan for Poltava Oblast said hourly outage schedules would not be applied because Ukrenergo had not assigned a consumption limit. The plan was overridden the next morning by emergency GAV during a mass attack. Retained only as the pre-event plan. Confidence: high.【置信度：high】,superseded,oblast,no_restriction,primary,5,not_populated,historical_version,v3.0
R20241117_POL_002,2024-11-17,Poltava Oblast,,Poltavaoblenergo,oblast,household_general,emergency_outage,,GAV_1-3,2024-11-17 06:53:00+02:00,2024-11-17 10:55:00+02:00,2024-11-17 06:53:00+02:00,2024-11-17 10:55:00+02:00,2024-11-17 04:53:00+00:00,2024-11-17 08:55:00+00:00,2024-11-17 04:53:00+00:00,2024-11-17 08:55:00+00:00,Europe/Kyiv,confirmed,high,"Poltavaoblenergo received an Ukrenergo command to activate emergency outage schedules (GAV queues 1–3) at 06:53 on 17 November and a cancellation command at 10:55. This is a minute-level emergency override, not a planned hourly rotation. Confidence: high.",emergency_actual,,R20241117_POL_001,1,1,0,0,0,0,official_dso,https://t.me/s/poltavaoe?before=1909,"Official DSO archive contains the no-GPV plan, 06:53 GAV activation, and 10:55 cancellation in sequence.",national_system,multiple regions nationwide,KE20241117_MAJOR_ATTACK,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Poltavaoblenergo received an Ukrenergo command to activate emergency outage schedules (GAV queues 1–3) at 06:53 on 17 November and a cancellation command at 10:55. This is a minute-level emergency override, not a planned hourly rotation. Confidence: high.【置信度：high】",confirmed,oblast,emergency,primary,5,deprecated_confirmed_dispatch_window_not_physical_switch,emergency_override,v3.0
R20241118_NAT_001,2024-11-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,0,,2024-11-18 00:00:00+02:00,2024-11-18 06:00:00+02:00,,,2024-11-17 22:00:00+00:00,2024-11-18 04:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,1,official_dso,https://t.me/s/ztoe_ua/678,,,,,XE20241118_OD_STATE_321K|XE20241118_OD_CRITICAL_RESTORE,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241118_NAT_002,2024-11-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-11-18 06:00:00+02:00,2024-11-18 22:00:00+02:00,,,2024-11-18 04:00:00+00:00,2024-11-18 20:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,1,official_dso,https://t.me/s/ztoe_ua/678,,,,,XE20241118_OD_STATE_321K|XE20241118_OD_CRITICAL_RESTORE,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241118_NAT_003,2024-11-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,0,,2024-11-18 22:00:00+02:00,2024-11-19 00:00:00+02:00,,,2024-11-18 20:00:00+00:00,2024-11-18 22:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,1,official_dso,https://t.me/s/ztoe_ua/678,,,,,XE20241118_OD_STATE_321K|XE20241118_OD_CRITICAL_RESTORE,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241119_NAT_001,2024-11-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,0,,2024-11-19 00:00:00+02:00,2024-11-19 06:00:00+02:00,,,2024-11-18 22:00:00+00:00,2024-11-19 04:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=1496,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 0 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241119_NAT_002,2024-11-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-11-19 06:00:00+02:00,2024-11-19 07:00:00+02:00,,,2024-11-19 04:00:00+00:00,2024-11-19 05:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=1496,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241119_NAT_003,2024-11-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-11-19 07:00:00+02:00,2024-11-19 09:00:00+02:00,,,2024-11-19 05:00:00+00:00,2024-11-19 07:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=1496,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241119_NAT_004,2024-11-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-11-19 09:00:00+02:00,2024-11-19 14:00:00+02:00,,,2024-11-19 07:00:00+00:00,2024-11-19 12:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,1,0,0,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=1496,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20241119_NAT_005,2024-11-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-11-19 14:00:00+02:00,2024-11-19 18:00:00+02:00,,,2024-11-19 12:00:00+00:00,2024-11-19 16:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,1,1,0,0,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=1496,,,,KE20241117_MAJOR_ATTACK,XE20241119_OD_RESTORE_PARTIAL_1528,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
