execution_event_id,event_date,admin1,admin2,operator,mechanism,queue_id_or_set,event_action,effective_time_local,effective_time_utc,reported_at_local,reported_at_utc,time_lower_local,time_upper_local,time_lower_utc,time_upper_utc,time_precision,time_semantics,state_after_action,affected_scope_detail,related_schedule_record_id,key_event_id,confidence,publication_eligible,impact_note,source_authority,source_url,source_note,explanation_zh,episode_id,episode_seq,mechanism_norm,action_norm,state_before_norm,state_after_norm,event_confidence,time_confidence,scope_confidence,source_origin,source_channel,source_grade,evidence_rank,schema_version
XE20241225_OD_SCHED_UPDATE_1159,2024-12-25,Odesa Oblast,,DTEK Odesa Grids,stabilization_schedule_version,,extend,,,2024-12-25 11:59:00+02:00,2024-12-25 09:59:00+00:00,,,,,reported_at,DTEK again expanded scheduled outage segments for most subgroups.,schedule v4 with additional afternoon segments,Odesa Oblast,R20241225_NAT_001,KE20241225_MAJOR_ATTACK,high,1,,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/910433-v-odesi-ta-oblasti-vveli-grafik-znestrumlen-ak-budut-vimikati-svitlo-25-grudna/,,Odesa Oblast / DTEK Odesa Grids；stabilization_schedule_version extend；状态=schedule v4 with additional afternoon segments。【置信度：high】,EP20241225_ODESA_OBLAST_01,4,GPV,schedule_update,unknown,unknown,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241225_OD_SCHED_UPDATE_1525,2024-12-25,Odesa Oblast,,DTEK Odesa Grids,stabilization_schedule_version,,cancel_afternoon_segments,,,2024-12-25 15:25:00+02:00,2024-12-25 13:25:00+00:00,,,,,reported_at,Latest DTEK update removed second-half-of-day outage segments for all groups.,schedule v5/final-known update materially reduces afternoon exposure,Odesa Oblast,R20241225_NAT_001,KE20241225_MAJOR_ATTACK,high,1,Using only the early-morning screenshot would overestimate planned exposure.,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/910433-v-odesi-ta-oblasti-vveli-grafik-znestrumlen-ak-budut-vimikati-svitlo-25-grudna/,,Using only the early-morning screenshot would overestimate planned exposure.【置信度：high】,EP20241225_ODESA_OBLAST_01,5,GPV,cancel,unknown,normal_or_planned,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20240604_KH_GAV_ACTIVATE_1421,2024-06-04,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,activate,2024-06-04 14:21:00+03:00,2024-06-04 11:21:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Kharkiv Oblast,R20240604_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,First afternoon emergency override in Kharkiv after consumption exceeded the regional limit.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,Corroborated by Ukrinform 5-Jun operational recap.,First afternoon emergency override in Kharkiv after consumption exceeded the regional limit.【置信度：high】,EP20240604_KHARKIV_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240604_KH_SGAV_ACTIVATE_1449,2024-06-04,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,SGAV,ALL categories,activate,2024-06-04 14:49:00+03:00,2024-06-04 11:49:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,SGAV active for all consumer categories,Kharkiv Oblast,R20240604_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Emergency restriction escalated from GAV to special emergency shedding.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,Ukrinform independently quotes 14:49–15:30 SGAV for the same set including Kharkiv.,Emergency restriction escalated from GAV to special emergency shedding.【置信度：high】,EP20240604_KHARKIV_OBLAST_01,2,GAV+SGAV,activate,GAV,GAV+SGAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240604_KH_EMG_CANCEL_1530,2024-06-04,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV+SGAV,,cancel_all,2024-06-04 15:30:00+03:00,2024-06-04 12:30:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,Emergency restrictions off; hourly schedules resume,Kharkiv Oblast,R20240604_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Closes the first Kharkiv emergency episode of the day.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,Same operational recap explicitly says emergency restrictions were cancelled at 15:30.,Closes the first Kharkiv emergency episode of the day.【置信度：high】,EP20240604_KHARKIV_OBLAST_01,3,GAV+SGAV,cancel,GAV+SGAV,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240604_SUMY_GAV_ACTIVATE_2115,2024-06-04,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,activate,2024-06-04 21:15:00+03:00,2024-06-04 18:15:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Sumy Oblast,R20240604_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Evening emergency override began in Sumy at 21:15.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,Cross-checked against Suspilne/Ukrinform summaries of Ukrenergo's dispatch chronology.,Evening emergency override began in Sumy at 21:15.【置信度：high】,EP20240604_SUMY_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240604_KH_GAV_ACTIVATE_2127,2024-06-04,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,activate,2024-06-04 21:27:00+03:00,2024-06-04 18:27:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Kharkiv Oblast,R20240604_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Second Kharkiv emergency episode of 4 June began at 21:27.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,Cross-checked against Suspilne/Ukrinform summaries of Ukrenergo's dispatch chronology.,Second Kharkiv emergency episode of 4 June began at 21:27.【置信度：high】,EP20240604_KHARKIV_OBLAST_02,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_SUMY_GAV_CANCEL_0057,2024-06-05,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,cancel_all,2024-06-05 00:57:00+03:00,2024-06-04 21:57:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV off; hourly schedule resumes,Sumy Oblast,R20240605_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Cross-midnight cancellation of the 4-Jun Sumy emergency episode.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,The source says all emergency restrictions from the late-4-Jun episode were cancelled at 00:57.,Cross-midnight cancellation of the 4-Jun Sumy emergency episode.【置信度：high】,EP20240605_SUMY_OBLAST_01,1,GAV,cancel,unknown,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_KH_GAV_CANCEL_0057,2024-06-05,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,cancel_all,2024-06-05 00:57:00+03:00,2024-06-04 21:57:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV off; hourly schedule resumes,Kharkiv Oblast,R20240605_NAT_001,KE20240604_MULTI_REGION_EMERGENCY,high,0,Cross-midnight cancellation of the 4-Jun Kharkiv emergency episode.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2921,The source says all emergency restrictions from the late-4-Jun episode were cancelled at 00:57.,Cross-midnight cancellation of the 4-Jun Kharkiv emergency episode.【置信度：high】,EP20240605_KHARKIV_OBLAST_01,1,GAV,cancel,unknown,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_OD_GAV_ACTIVATE_2040,2024-06-05,Odesa Oblast,,Ukrenergo / Odesa DSO,GAV,,activate,2024-06-05 20:40:00+03:00,2024-06-05 17:40:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Odesa Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Odesa planned/hourly regime temporarily overridden.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official Ukrenergo recap explicitly lists Odesa in the 20:40 emergency dispatch.,Odesa planned/hourly regime temporarily overridden.【置信度：high】,EP20240605_ODESA_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_OD_GAV_CANCEL_2135,2024-06-05,Odesa Oblast,,Ukrenergo / Odesa DSO,GAV,,cancel_all,2024-06-05 21:35:00+03:00,2024-06-05 18:35:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV off; hourly schedule resumes,Odesa Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Exact regional early cancellation; Odesa's emergency episode lasted about 55 minutes.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official recap explicitly states Odesa emergency outages were cancelled at 21:35.,Exact regional early cancellation; Odesa's emergency episode lasted about 55 minutes.【置信度：high】,EP20240605_ODESA_OBLAST_01,2,GAV,cancel,GAV,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_SUMY_GAV_ACTIVATE_2040,2024-06-05,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,activate,2024-06-05 20:40:00+03:00,2024-06-05 17:40:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Sumy Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Evening emergency override in Sumy.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official recap explicitly lists Sumy in the 20:40 emergency dispatch.,Evening emergency override in Sumy.【置信度：high】,EP20240605_SUMY_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_SUMY_GAV_CANCEL_2340,2024-06-05,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,cancel_all,2024-06-05 23:40:00+03:00,2024-06-05 20:40:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV off; hourly schedule resumes,Sumy Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Closes Sumy's 5-Jun evening emergency episode.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official recap explicitly states Sumy emergency outages were cancelled at 23:40.,Closes Sumy's 5-Jun evening emergency episode.【置信度：high】,EP20240605_SUMY_OBLAST_01,2,GAV,cancel,GAV,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_KH_GAV_ACTIVATE_2040,2024-06-05,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,activate,2024-06-05 20:40:00+03:00,2024-06-05 17:40:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV active,Kharkiv Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Evening emergency override in Kharkiv.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official recap explicitly lists Kharkiv in the 20:40 emergency dispatch.,Evening emergency override in Kharkiv.【置信度：high】,EP20240605_KHARKIV_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240605_KH_GAV_CANCEL_2340,2024-06-05,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,cancel_all,2024-06-05 23:40:00+03:00,2024-06-05 20:40:00+00:00,,,,,,,exact_effective,Ukrenergo's next-day operational recap explicitly states that this regional emergency action took effect at the recorded local time.,GAV off; hourly schedule resumes,Kharkiv Oblast,R20240605_NAT_001,KE20240605_MULTI_REGION_EMERGENCY,high,0,Closes Kharkiv's 5-Jun evening emergency episode.,official_tso_operational_recap,https://t.me/s/ukrenergo?before=2929,Official recap explicitly states Kharkiv emergency outages were cancelled at 23:40.,Closes Kharkiv's 5-Jun evening emergency episode.【置信度：high】,EP20240605_KHARKIV_OBLAST_01,2,GAV,cancel,GAV,GPV,high,exact_public,oblast,TSO,other,primary,5,v3.0
XE20240829_DN_EMG_STATE_1156,2024-08-29,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,emergency_outage,,state_observed,,,2024-08-29 11:56:00+03:00,2024-08-29 08:56:00+00:00,,,,,reported_at,DTEK official group post at 11:56 confirms emergency outages were active in Dnipropetrovsk; this is not claimed as the exact dispatch or physical switching minute.,emergency outages active; planned GPV not applicable in the affected DTEK service area,DTEK Dnipro Grids service area; do not automatically propagate to PEEM CEK territory,R20240829_NAT_001,KE20240829_MULTI_REGION_EMERGENCY,high,1,确认国家计划在该运营商区域被 emergency override 覆盖；11:56 只能当作公开确认时间，不能当作精确拉闸时间。,official_dso_group,https://t.me/s/dtek_ua?before=1800,"Official DTEK channel, post visible at 11:56 local.",确认国家计划在该运营商区域被 emergency override 覆盖；11:56 只能当作公开确认时间，不能当作精确拉闸时间。【置信度：high】,EP20240829_DNIPROPETROVSK_OBL_01,1,emergency,observe,unknown,GPV+emergency,high,reported_state,specific_service_area,DSO,direct_social,near_primary,4,v3.0
XE20240830_DN_PREV_EMG_CANCEL_0300,2024-08-30,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,emergency_outage,,cancel_all,2024-08-30 03:00:00+03:00,2024-08-30 00:00:00+00:00,,,,,,,secondary_exact_report,A dated local report quoting DTEK says the previous day's emergency outages were cancelled at 03:00. The original DTEK Dnipro cancellation post has not been recovered.,previous emergency wave cancelled; scheduled regime could resume before a new emergency wave later that morning,DTEK Dnipro Grids service area,R20240830_NAT_001,KE20240829_MULTI_REGION_EMERGENCY,medium,0,为 8 月 29 日 Dnipropetrovsk emergency wave 提供 03:00 的次级来源取消点；在找到一手调度帖前不作为 publication-grade 精确终点。,dated_local_media_quoting_dso,https://sobitie.com.ua/kommunalka/na-dnipropetrovshhyni-znovu-diyut-ekstreni-vidklyuchennya-elektroenergiyi-338053/,Secondary dated recap; primary DSO archive still requested.,为 8 月 29 日 Dnipropetrovsk emergency wave 提供 03:00 的次级来源取消点；在找到一手调度帖前不作为 publication-grade 精确终点。【置信度：medium】,EP20240830_DNIPROPETROVSK_OBL_01,1,emergency,cancel,unknown,normal_or_planned,medium,secondary_exact,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20240830_DN_EMG_STATE_1035,2024-08-30,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,emergency_outage,,state_observed,,,2024-08-30 10:35:00+03:00,2024-08-30 07:35:00+00:00,,,,,reported_at,Dated Dnipro reporting at 10:35 quotes DTEK that emergency outages are active; report time is not the exact dispatch minute.,emergency outages active; ordinary schedule inactive,Dnipro city / DTEK Dnipro Grids service area,R20240830_NAT_003,KE20240830_MULTI_REGION_EMERGENCY,high,1,10:35 已确认 DTEK Dnipro 区域处于紧急停电，原 09:00–14:00 的国家 GPV 不能直接当作实际暴露。,dso_statement_via_dated_local_media,https://dp.informator.ua/uk/skladna-situaciya-v-energosistemi-u-dnipri-ta-oblasti-vveli-ekstreni-vidklyuchennya-svitla,Local dated report directly quotes DTEK.,10:35 已确认 DTEK Dnipro 区域处于紧急停电，原 09:00–14:00 的国家 GPV 不能直接当作实际暴露。【置信度：high】,EP20240830_DNIPROPETROVSK_OBL_01,2,emergency,observe,emergency,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20240830_CEK_GAV_STATE_1035,2024-08-30,Dnipropetrovsk Oblast,PEEM CEK service area,PEEM CEK,GAV,,state_observed,,,2024-08-30 10:35:00+03:00,2024-08-30 07:35:00+00:00,,,,,reported_at,The same dated Dnipro report states CEK was applying emergency-outage schedules; exact CEK activation minute was not recovered.,CEK emergency-outage schedule active,PEEM CEK distribution service area only,R20240830_NAT_003,KE20240830_MULTI_REGION_EMERGENCY,medium,0,补上 Dnipropetrovsk 第二套 DSO 的 emergency 状态，避免把 DTEK 执行记录错误外推到整个州；精确启动分钟仍缺一手 CEK 记录。,dated_local_media_quoting_operator,https://dp.informator.ua/uk/skladna-situaciya-v-energosistemi-u-dnipri-ta-oblasti-vveli-ekstreni-vidklyuchennya-svitla,Article explicitly says CEK was applying emergency schedules.,补上 Dnipropetrovsk 第二套 DSO 的 emergency 状态，避免把 DTEK 执行记录错误外推到整个州；精确启动分钟仍缺一手 CEK 记录。【置信度：medium】,EP20240830_DNIPROPETROVSK_OBL_01,1,GAV,observe,unknown,emergency,medium,reported_state,specific_service_area,media,media_relay,secondary,3,v3.0
XE20240830_OD_EMG_STATE_1035,2024-08-30,Odesa Oblast,DTEK Odesa Grids service area,DTEK Odesa Grids,emergency_outage,,state_observed,,,2024-08-30 10:35:00+03:00,2024-08-30 07:35:00+00:00,,,,,reported_at,"Dated Odesa reporting at 10:35 cites DTEK: emergency outages are active and normal schedules do not apply. It is a state observation, not the exact switch time.",emergency outages active; planned schedules inactive,Odesa city and oblast / DTEK Odesa Grids,R20240830_NAT_003,KE20240830_MULTI_REGION_EMERGENCY,high,1,补上此前缺失的 Odesa 8 月 30 日 emergency override；该时段不能直接使用国家 1 队列 GPV 作为实际暴露。,dso_statement_via_dated_local_media,https://odesa.novyny.live/svitla-bude-shche-menshe-v-odesi-vvodiat-ekstreni-vidkliuchennia-196349.html,Article explicitly attributes the emergency-outage notice to DTEK.,补上此前缺失的 Odesa 8 月 30 日 emergency override；该时段不能直接使用国家 1 队列 GPV 作为实际暴露。【置信度：high】,EP20240830_ODESA_OBLAST_01,1,emergency,observe,unknown,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20240830_KH_RESTORE_PARTIAL_1152,2024-08-30,Kharkiv Oblast,,Kharkivoblenergo / Ministry of Energy,physical_grid_outage,,restore_partial,,,2024-08-30 11:52:00+03:00,2024-08-30 08:52:00+00:00,,,,,reported_at,"Ministry of Energy status published at 11:52: more than 72,000 customers de-energized by shelling had been restored over the previous day; 38.8k remained without voltage that morning.",">72,000 customers restored; 38.8k still without voltage in the morning",Kharkiv Oblast shelling-related physical outages,R20240830_NAT_003,KE20240829_KHARKIV_SHELLING_OUTAGE,high,1,这是物理恢复进度而不是 GAV 取消：说明 8 月 29 日炮击断电在 30 日仍未完全恢复，不能把计划停电窗口终点误当成真实恢复终点。,ministry_status_via_dated_local_media,https://www.objectiv.tv/uk/objectively/2024/08/30/72-tisyachi-abonentiv-na-harkivshhini-zalishilisya-bez-svitla-cherez-obstrili/,Objective quotes the Ukrainian Ministry of Energy.,这是物理恢复进度而不是 GAV 取消：说明 8 月 29 日炮击断电在 30 日仍未完全恢复，不能把计划停电窗口终点误当成真实恢复终点。【置信度：high】,EP20240830_KHARKIV_OBLAST_01,1,physical_outage,restore_partial,unknown,physical_outage_partial_recovery,high,reported_state,oblast,government,media_relay,near_primary,4,v3.0
XE20241117_OD_EMG_STATE_0823,2024-11-17,Odesa Oblast,Odesa city / oblast,DTEK Odesa Grids,emergency_outage,,state_observed,,,2024-11-17 08:23:00+02:00,2024-11-17 06:23:00+00:00,,,,,reported_at,Dated Odesa report at 08:23 says Ukrenergo ordered emergency outages and planned schedules were not operating. The actual command may precede publication.,emergency outages active; planned schedules inactive,Odesa city and oblast,,KE20241117_MAJOR_ATTACK,high,1,为 11 月 17 日 Odesa 大规模攻击补上明确的 emergency 状态观察点；同时水务和电动交通也受影响，但 08:23 不是精确物理拉闸时间。,dso_statement_via_dated_local_media,https://odesa.novyny.live/v-odesi-vveli-ekstreni-vidkliuchennia-svitla-grafiki-ne-diiut-213499.html,Dated 08:23 local report.,为 11 月 17 日 Odesa 大规模攻击补上明确的 emergency 状态观察点；同时水务和电动交通也受影响，但 08:23 不是精确物理拉闸时间。【置信度：high】,EP20241117_ODESA_OBLAST_01,1,emergency,observe,unknown,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241119_OD_RESTORE_PARTIAL_1528,2024-11-19,Odesa Oblast,,DTEK Odesa Grids,physical_grid_outage,,restore_partial,,,2024-11-19 15:28:00+02:00,2024-11-19 13:28:00+00:00,,,,,reported_at,"Interfax at 15:28 reports DTEK had restored power to 714,000 families over the previous two days; repairs continued and emergency outages were still being applied.","714,000 families restored over two days; emergency regime still active",Odesa Oblast post-17-Nov attack recovery,R20241119_NAT_005,KE20241117_MAJOR_ATTACK,high,1,这条记录证明“恢复供电”和“退出 emergency regime”不是同一时刻：11 月 19 日已大规模恢复，但区域仍在紧急停电状态。,dtek_statement_via_interfax,https://ru.interfax.com.ua/news/general/1028573.html,Interfax timestamp 15:28 local; statement attributed directly to DTEK.,这条记录证明“恢复供电”和“退出 emergency regime”不是同一时刻：11 月 19 日已大规模恢复，但区域仍在紧急停电状态。【置信度：high】,EP20241119_ODESA_OBLAST_01,1,physical_outage,restore_partial,unknown,physical_outage_partial_recovery,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20240715_KH_GAV_ACTIVATE_1200,2024-07-15,Kharkiv Oblast,Kharkiv City|Lozova district|Kupiansk district,Kharkivoblenergo,emergency_outage,,activate,2024-07-15 12:00:00+03:00,2024-07-15 09:00:00+00:00,,,,,,,exact_effective,Kharkivoblenergo explicitly states emergency outages were introduced from 12:00 in Kharkiv and parts of Lozova/Kupiansk districts.,emergency outages active in affected Kharkiv service areas,Kharkiv City|parts of Lozova and Kupiansk districts,R20240715_NAT_001,KE20240715_KHARKIV_EMERGENCY,high,1,12:00 是 oblenenergo 明确给出的 emergency 生效时间；该区域此后不能只按全国 GPV 队列强度标注。,dso_statement_via_dated_local_media,https://www.objectiv.tv/uk/objectively/2024/07/15/v-oblenergo-nazvali-v-yakih-rajonah-harkivshhini-avarijno-vidklyuchili-svitlo/,Direct Kharkivoblenergo statement reproduced by dated Kharkiv media.,12:00 是 oblenenergo 明确给出的 emergency 生效时间；该区域此后不能只按全国 GPV 队列强度标注。【置信度：high】,EP20240715_KHARKIV_OBLAST_01,1,emergency,activate,unknown,emergency,high,exact_public,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20240715_KH_GAV_CANCEL_BY_1814,2024-07-15,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,emergency_outage,,replace_emergency_with_hourly,,,2024-07-15 18:14:00+03:00,2024-07-15 15:14:00+00:00,,2024-07-15 18:14:00+03:00,,2024-07-15 15:14:00+00:00,cancelled_by,"By the 18:14 dated report, emergency outages had been cancelled and Kharkiv returned to hourly schedules; this is an upper bound, not the feeder switching minute.",emergency off; hourly GPV resumes,Kharkiv Oblast,R20240715_NAT_002,KE20240715_KHARKIV_EMERGENCY,high,1,18:14 只能作为‘最迟已取消’上界，不能伪装成所有 feeder 同时恢复的物理分钟。,ukrenergo_statement_via_dated_local_media,https://www.objectiv.tv/uk/objectively/2024/07/15/avarijni-vimknennya-svitla-na-harkivshhini-skasovani-ukrenergo/,Report timestamp provides a conservative cancellation upper bound.,18:14 只能作为‘最迟已取消’上界，不能伪装成所有 feeder 同时恢复的物理分钟。【置信度：high】,EP20240715_KHARKIV_OBLAST_01,2,emergency,replace,emergency,GPV,high,upper_bound,oblast,TSO,media_relay,near_primary,4,v3.0
XE20240724_SUMY_GPV_CANCEL_0930,2024-07-24,Sumy Oblast,,Sumyoblenergo / Ukrenergo,GPV,ALL,cancel_planned_window,2024-07-24 09:30:00+03:00,2024-07-24 06:30:00+00:00,,,,,,,exact_effective,Sumyoblenergo updated schedule states outages are not applied 09:30–16:00.,GPV suspended until 16:00,Sumy Oblast,R20240724_SUMY_CANCEL_001,KE20240724_REGIONAL_CANCELLATION,high,1,这是同日实际调度取消窗口，可作为计划暴露的负向执行覆盖，而不是把 00:00–16:00 全部标成 q0。,dso_statement_via_dated_local_media,https://debaty.sumy.ua/news/grafiki-pogodinnih-vidklyuchen-skasovani-do-16-00,09:30–16:00 explicitly stated.,这是同日实际调度取消窗口，可作为计划暴露的负向执行覆盖，而不是把 00:00–16:00 全部标成 q0。【置信度：high】,EP20240724_SUMY_OBLAST_01,1,GPV,cancel,unknown,GPV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20240724_KH_GPV_CANCEL_0930,2024-07-24,Kharkiv Oblast,,Kharkivoblenergo / Ukrenergo,GPV,ALL,cancel_planned_window,2024-07-24 09:30:00+03:00,2024-07-24 06:30:00+00:00,,,,,,,exact_dispatch_with_early_restoration,Ukrenergo gives the 09:30 cancellation boundary; Kharkivoblenergo confirms power returned much earlier than planned and schedules were cancelled until 16:00.,planned outages cancelled; supply returned earlier than original schedule,Kharkiv Oblast,R20240724_KH_CANCEL_001,KE20240724_REGIONAL_CANCELLATION,high,1,这是一条真正与‘提前恢复’相关的证据：Kharkivoblenergo 明确称供电比计划明显更早恢复；精确 feeder 复电秒仍未知。,tso_command_plus_dso_confirmation,https://www.objectiv.tv/uk/objectively/2024/07/24/u-harkovi-skasuvali-grafiki-pogodinnih-vidklyuchen-yak-nadovgo/,09:30 broad boundary corroborated by Ukrenergo national update.,这是一条真正与‘提前恢复’相关的证据：Kharkivoblenergo 明确称供电比计划明显更早恢复；精确 feeder 复电秒仍未知。【置信度：high】,EP20240724_KHARKIV_OBLAST_01,1,GPV,cancel,unknown,normal_or_planned,high,exact_public,oblast,TSO,other,secondary,3,v3.0
XE20240724_DN_GPV_CANCEL_0930,2024-07-24,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,Ukrenergo / DTEK Dnipro Grids,GPV,ALL,cancel_planned_window,2024-07-24 09:30:00+03:00,2024-07-24 06:30:00+00:00,,,,,,,exact_dispatch,Ukrenergo explicitly places Dnipropetrovsk in the 09:30–16:00 no-restriction group; physical feeder switching remains unobserved.,GPV dispatch cancelled until 16:00,Dnipropetrovsk Oblast; operator-domain caveat applies,R20240724_DN_CANCEL_001,KE20240724_REGIONAL_CANCELLATION,high,1,可作为区域调度取消真值，但不是 DTEK/CEK 每条线路的 SCADA 复电分钟。,official_tso_via_public_broadcaster,https://suspilne.media/797383-24-lipna-grafiki-vidklucen-svitla-skasovani-do-1600-dtek/,Dnipropetrovsk explicitly listed in 09:30–16:00 cancellation group.,可作为区域调度取消真值，但不是 DTEK/CEK 每条线路的 SCADA 复电分钟。【置信度：high】,EP20240724_DNIPROPETROVSK_OBL_01,1,GPV,cancel,unknown,GPV,high,exact_public,specific_service_area,TSO,public_media_relay,near_primary,4,v3.0
