ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit,difference_reason
46.201.234.229,46.201.234.0,Zaporizhzhia Oblast,0.875,0.40625,0,1,2024-08-24 22:32:33.000000,2024-08-30 06:32:33.000000,0,4,2,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.234.77,46.201.234.0,Zaporizhzhia Oblast,0.0,0.28125,0,1,2024-07-31 16:32:33.000000,2024-08-05 19:32:33.000000,0,3,0,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.108,46.201.235.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-07-07 17:34:40.000000,2024-07-31 03:32:33.000000,0,1,5,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.109,46.201.235.0,Zaporizhzhia Oblast,0.0,0.34375,0,1,2024-09-05 08:32:34.000000,2024-09-25 19:32:33.000000,0,10,2,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.148,46.201.235.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-13 01:32:33.000000,2024-07-16 05:32:34.000000,0,2,1,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.197,46.201.235.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-03 22:32:32.000000,2024-07-04 14:40:25.000000,0,4,0,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.209,46.201.235.0,Zaporizhzhia Oblast,0.875,0.5625,0,1,2024-08-31 21:32:33.000000,2024-09-27 09:32:33.000000,0,6,9,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.235.24,46.201.235.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-29 07:32:33.000000,2024-07-24 19:32:33.000000,0,6,11,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.24.173,46.201.24.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-12-07 10:30:21.000000,2024-12-10 20:32:32.000000,0,27,3,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.25.139,46.201.25.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-08-26 14:32:29.000000,2024-10-19 17:32:30.000000,0,194,15,9.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.30.217,46.201.30.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-07-09 02:32:29.000000,2024-07-09 02:32:29.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.50.85,46.201.50.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-11-01 18:32:29.000000,2024-11-29 23:32:31.000000,0,2,12,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.51.150,46.201.51.0,Dnipropetrovsk Oblast,0.8076923076923077,0.2403846153846154,0,1,2024-06-22 17:35:55.000000,2024-07-28 21:32:29.000000,0,7,13,11.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.54.151,46.201.54.0,Dnipropetrovsk Oblast,0.0,0.25,0,1,2024-08-14 12:32:28.000000,2024-08-25 14:32:29.000000,0,1,3,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.56.168,46.201.56.0,Dnipropetrovsk Oblast,0.9615384615384616,1.0,0,1,2024-11-02 10:32:28.000000,2024-12-12 18:32:30.000000,0,37,15,9.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.59.184,46.201.59.0,Dnipropetrovsk Oblast,0.6538461538461539,0.9134615384615384,0,1,2024-07-09 22:32:30.000000,2024-11-06 19:32:29.000000,0,167,46,9.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.60.24,46.201.60.0,Dnipropetrovsk Oblast,0.5384615384615384,0.9326923076923077,1,1,2024-07-22 15:32:28.000000,2024-08-26 10:32:29.000000,0,65,9,10.0,11.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
46.201.62.219,46.201.62.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-09-02 06:32:27.000000,2025-01-08 08:32:30.000000,0,8,28,9.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.62.45,46.201.62.0,Dnipropetrovsk Oblast,0.0,0.33653846153846156,0,1,2024-11-01 15:32:29.000000,2024-11-30 00:32:31.000000,0,2,11,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.63.145,46.201.63.0,Dnipropetrovsk Oblast,0.6538461538461539,0.9423076923076923,0,1,2024-07-14 04:32:28.000000,2024-08-25 19:32:27.000000,0,52,14,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.68.227,46.201.68.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-26 13:32:31.000000,2025-01-09 08:32:35.000000,0,19,4,10.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.71.36,46.201.71.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-11-03 04:32:29.000000,2024-11-30 20:32:31.000000,0,1,11,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.80.80,46.201.80.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-07-01 09:32:28.000000,2024-07-01 09:32:28.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.80.87,46.201.80.0,Dnipropetrovsk Oblast,0.0,0.125,0,1,2024-12-02 06:32:31.000000,2024-12-29 02:32:31.000000,0,8,10,9.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.81.2,46.201.81.0,Dnipropetrovsk Oblast,0.07692307692307693,0.7403846153846154,0,1,2024-08-07 07:32:29.000000,2024-12-26 07:32:32.000000,0,171,43,9.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.85.236,46.201.85.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-07-03 08:30:30.000000,2024-07-03 08:30:30.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.86.158,46.201.86.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-09-05 06:32:29.000000,2024-10-21 04:32:30.000000,0,2,14,9.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.86.169,46.201.86.0,Dnipropetrovsk Oblast,1.0,0.9519230769230769,0,1,2024-11-13 09:32:29.000000,2024-11-28 02:32:29.000000,0,19,4,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.86.91,46.201.86.0,Dnipropetrovsk Oblast,0.6538461538461539,0.15384615384615385,0,1,2024-12-04 17:32:33.000000,2024-12-28 19:32:31.000000,0,2,12,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.94.135,46.201.94.0,Dnipropetrovsk Oblast,0.7307692307692307,0.9711538461538461,0,1,2024-11-04 05:32:29.000000,2024-11-04 05:32:29.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.201.95.202,46.201.95.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-19 01:32:33.000000,2024-12-30 03:32:29.000000,0,1,2,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.219.13.172,46.219.13.0,Zhytomyr Oblast,1.0,0.9375,0,1,2024-07-02 11:32:55.000000,2024-09-21 23:32:56.000000,0,3,14,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.219.63.55,46.219.63.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-10-01 22:32:55.000000,2024-10-29 05:32:56.000000,0,1,7,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.252.221.220,46.252.221.0,Khmelnytskyi Oblast,0.11627906976744186,0.09302325581395349,0,1,2024-11-01 13:33:04.000000,2024-11-30 13:33:05.000000,0,1,10,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.60.121,46.33.60.0,Lviv Oblast,0.8333333333333334,0.9583333333333334,0,1,2024-06-22 20:33:52.000000,2025-01-08 11:31:23.000000,0,40,71,7.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.60.19,46.33.60.0,Lviv Oblast,0.5,0.625,0,1,2024-06-22 12:33:36.000000,2024-12-26 06:31:19.000000,0,19,47,7.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.60.84,46.33.60.0,Lviv Oblast,0.6666666666666666,0.9583333333333334,0,1,2024-06-23 06:31:18.000000,2024-08-30 00:31:18.000000,0,16,24,8.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.60.99,46.33.60.0,Lviv Oblast,0.8333333333333334,0.9583333333333334,0,1,2024-07-01 12:31:18.000000,2025-01-09 07:31:40.000000,0,45,78,8.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.62.187,46.33.62.0,Lviv Oblast,0.0,0.0,0,1,2024-12-15 16:31:20.000000,2025-01-09 07:31:40.000000,0,4,9,8.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.62.204,46.33.62.0,Lviv Oblast,0.0,0.0,0,1,2024-11-09 01:31:18.000000,2024-12-15 20:31:20.000000,0,16,12,7.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.62.218,46.33.62.0,Lviv Oblast,0.0,0.0,0,1,2024-10-07 15:31:18.000000,2025-01-08 22:31:19.000000,0,20,41,6.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.63.113,46.33.63.0,Lviv Oblast,0.0,0.0,0,1,2024-06-23 08:31:19.000000,2024-06-23 20:31:19.000000,0,1,1,9.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.63.193,46.33.63.0,Lviv Oblast,0.6666666666666666,0.875,0,1,2024-06-25 17:31:18.000000,2024-07-22 04:31:18.000000,0,2,8,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.63.79,46.33.63.0,Lviv Oblast,0.0,0.0,0,1,2024-08-27 14:31:19.000000,2024-10-26 07:31:18.000000,0,15,28,8.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.63.91,46.33.63.0,Lviv Oblast,0.0,0.16666666666666666,0,1,2024-08-14 12:31:18.000000,2024-08-19 20:31:19.000000,0,3,2,8.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.33.63.93,46.33.63.0,Lviv Oblast,0.0,0.8333333333333334,0,1,2024-07-15 02:31:19.000000,2024-07-31 09:31:18.000000,0,4,7,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.46.102.185,46.46.102.0,Zaporizhzhia Oblast,1.0,0.9375,0,1,2024-07-02 03:31:21.000000,2024-07-30 23:31:22.000000,0,1,10,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.46.108.158,46.46.108.0,Zaporizhzhia Oblast,1.0,0.90625,0,1,2024-07-01 21:31:22.000000,2024-08-29 09:31:22.000000,0,4,17,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.46.82.218,46.46.82.0,Zaporizhzhia Oblast,0.875,0.96875,0,1,2024-09-02 07:31:21.000000,2024-09-29 23:31:23.000000,0,4,8,13.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.46.92.116,46.46.92.0,Zaporizhzhia Oblast,0.5,0.9375,0,1,2025-01-07 18:31:23.000000,2025-01-07 18:31:23.000000,0,1,0,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.98.238.81,46.98.238.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 13:34:24.000000,2025-01-09 14:36:16.000000,0,1318,72,6.0,12.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
46.98.242.117,46.98.242.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 17:34:42.000000,2025-01-09 13:31:40.000000,0,495,63,7.0,12.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
46.98.242.177,46.98.242.0,Dnipropetrovsk Oblast,0.9230769230769231,1.0,0,1,2024-06-22 15:34:18.000000,2024-08-30 14:31:40.000000,0,209,16,9.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.98.252.25,46.98.252.0,Dnipropetrovsk Oblast,0.6923076923076923,0.9807692307692307,1,1,2024-06-22 15:34:19.000000,2025-01-09 13:31:40.000000,0,457,67,7.0,13.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
46.98.253.5,46.98.253.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-06-22 13:34:24.000000,2024-12-29 14:31:41.000000,0,378,65,5.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
46.98.254.109,46.98.254.0,Dnipropetrovsk Oblast,0.9230769230769231,1.0,0,1,2024-06-23 07:31:39.000000,2025-01-06 12:31:41.000000,0,18,68,8.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.1.22,5.1.1.0,Odesa Oblast,0.9666666666666667,0.8583333333333333,0,1,2024-08-05 23:28:49.000000,2024-08-29 08:28:50.000000,0,1,11,10.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.10.227,5.1.10.0,Odesa Oblast,0.5333333333333333,0.175,0,1,2024-11-06 04:28:50.000000,2024-11-25 00:28:50.000000,0,1,12,9.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.11.167,5.1.11.0,Odesa Oblast,0.8333333333333334,0.2833333333333333,0,1,2024-07-06 14:28:50.000000,2024-07-29 14:28:50.000000,0,2,8,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.11.94,5.1.11.0,Odesa Oblast,0.7,0.6833333333333333,0,1,2024-07-05 00:28:50.000000,2024-07-25 02:28:50.000000,0,1,4,10.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.12.201,5.1.12.0,Odesa Oblast,0.4666666666666667,0.08333333333333333,0,1,2024-12-02 17:28:50.000000,2024-12-30 05:28:50.000000,0,1,5,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.12.51,5.1.12.0,Odesa Oblast,0.1,0.0,0,1,2024-11-20 02:28:50.000000,2024-11-20 03:28:50.000000,0,1,1,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.12.67,5.1.12.0,Odesa Oblast,0.26666666666666666,0.15833333333333333,0,1,2024-07-16 17:28:50.000000,2024-07-19 14:28:50.000000,0,1,1,10.0,19.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.14.50,5.1.14.0,Odesa Oblast,0.5,0.8333333333333334,0,1,2024-07-04 15:28:50.000000,2024-07-30 11:28:50.000000,0,1,9,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.15.141,5.1.15.0,Odesa Oblast,0.0,0.058333333333333334,0,1,2024-12-02 21:28:50.000000,2024-12-10 07:28:50.000000,0,1,2,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.15.74,5.1.15.0,Odesa Oblast,0.5,0.11666666666666667,0,1,2024-08-20 03:28:50.000000,2024-08-20 03:28:50.000000,0,1,0,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.7.37,5.1.7.0,Vinnytsia Oblast,1.0,1.0,0,1,2024-12-04 04:28:50.000000,2024-12-24 11:28:50.000000,0,6,7,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.8.133,5.1.8.0,Odesa Oblast,0.4666666666666667,0.15,0,1,2024-07-12 06:28:50.000000,2024-07-12 12:28:50.000000,0,1,1,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.8.175,5.1.8.0,Odesa Oblast,0.26666666666666666,0.2,0,1,2024-10-10 13:28:50.000000,2024-10-27 14:28:50.000000,0,2,6,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.1.8.181,5.1.8.0,Odesa Oblast,0.3,0.45,0,1,2024-11-23 07:28:50.000000,2024-11-24 23:28:50.000000,0,1,1,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.180.100.149,5.180.100.0,Sumy Oblast,1.0,1.0,0,1,2024-06-29 04:51:13.000000,2025-01-07 09:29:08.000000,0,44,46,11.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
5.57.65.128,5.57.65.0,Khmelnytskyi Oblast,0.6744186046511628,0.9767441860465116,0,1,2025-01-08 10:45:01.000000,2025-01-08 10:45:01.000000,0,1,0,9.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.122.220.19,62.122.220.0,Vinnytsia Oblast,0.8636363636363636,0.5227272727272727,0,1,2024-07-01 19:33:10.000000,2024-07-31 20:33:11.000000,0,1,9,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.122.222.1,62.122.222.0,Vinnytsia Oblast,0.9545454545454546,1.0,0,1,2024-10-11 23:33:10.000000,2024-10-17 16:47:42.000000,0,1,1,11.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.16.19.237,62.16.19.0,Odesa Oblast,0.1,0.675,0,1,2024-08-02 16:33:05.000000,2024-08-26 00:42:06.000000,0,3,4,11.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.205.132.5,62.205.132.0,Kyiv Oblast,1.0,1.0,1,1,2024-08-03 01:33:12.000000,2024-08-25 04:33:11.000000,0,22,7,9.0,10.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.221.37.225,62.221.37.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-06-22 10:37:09.000000,2025-01-06 23:33:17.000000,0,39,64,9.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.221.54.175,62.221.54.0,Dnipropetrovsk Oblast,0.6538461538461539,0.7884615384615384,0,1,2024-09-01 07:33:14.000000,2024-09-02 20:46:11.000000,0,1,1,10.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.221.54.6,62.221.54.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-10-02 16:33:15.000000,2024-10-24 03:33:13.000000,0,1,9,9.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.221.56.18,62.221.56.0,Lviv Oblast,1.0,1.0,1,1,2024-06-23 06:38:35.000000,2025-01-09 07:40:39.000000,0,237,71,10.0,14.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.125,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-23 01:33:06.000000,2025-01-05 04:33:08.000000,0,79,66,6.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.165,62.64.102.0,Mykolaiv Oblast,0.0,0.05263157894736842,0,1,2024-06-24 16:33:07.000000,2024-07-16 23:33:07.000000,0,3,10,8.0,10.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.17,62.64.102.0,Odesa Oblast,1.0,1.0,1,1,2024-06-23 04:33:07.000000,2025-01-09 03:33:14.000000,0,60,66,6.0,13.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.173,62.64.102.0,Odesa Oblast,1.0,1.0,1,1,2024-06-26 02:33:07.000000,2025-01-07 20:33:10.000000,0,73,61,6.0,11.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.193,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 20:37:04.000000,2025-01-09 12:33:09.000000,0,71,65,7.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.197,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 17:37:18.000000,2025-01-09 14:33:09.000000,0,65,71,6.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.225,62.64.102.0,Odesa Oblast,0.0,0.14166666666666666,1,1,2024-08-21 17:33:07.000000,2024-12-31 16:33:08.000000,0,43,43,6.0,9.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.253,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 23:33:07.000000,2024-11-30 18:33:08.000000,0,43,58,7.0,16.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.33,62.64.102.0,Mykolaiv Oblast,1.0,1.0,0,1,2024-07-01 19:33:07.000000,2025-01-03 05:33:09.000000,0,34,77,7.0,15.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.93,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 14:37:08.000000,2025-01-09 05:33:11.000000,0,56,73,6.0,15.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.102.97,62.64.102.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 21:33:06.000000,2025-01-08 17:33:10.000000,0,58,92,7.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.1,62.64.103.0,Odesa Oblast,1.0,1.0,0,1,2024-06-23 14:33:07.000000,2025-01-03 00:33:09.000000,0,53,58,7.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.121,62.64.103.0,Odesa Oblast,1.0,1.0,0,1,2024-06-23 01:33:06.000000,2025-01-09 14:33:09.000000,0,56,59,6.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.13,62.64.103.0,Odesa Oblast,1.0,1.0,1,1,2024-06-25 14:33:07.000000,2025-01-08 18:33:09.000000,0,66,107,6.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.181,62.64.103.0,Odesa Oblast,0.5333333333333333,0.9083333333333333,0,1,2024-06-22 22:33:07.000000,2025-01-09 01:33:10.000000,0,67,60,6.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.221,62.64.103.0,Odesa Oblast,1.0,1.0,0,1,2024-06-22 08:36:40.000000,2025-01-08 18:33:09.000000,0,63,61,6.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.237,62.64.103.0,Odesa Oblast,1.0,1.0,0,1,2024-06-23 19:33:06.000000,2025-01-09 06:33:10.000000,0,70,60,6.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.249,62.64.103.0,Odesa Oblast,1.0,1.0,0,1,2024-06-23 08:33:07.000000,2024-12-31 16:33:08.000000,0,54,59,6.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.33,62.64.103.0,Odesa Oblast,1.0,0.15,0,1,2024-06-28 16:33:07.000000,2024-07-28 18:33:07.000000,0,9,21,8.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.103.97,62.64.103.0,Odesa Oblast,0.0,0.25,0,1,2024-08-05 22:33:06.000000,2024-08-13 01:33:05.000000,0,3,2,8.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.121,62.64.64.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 15:36:52.000000,2025-01-09 04:33:09.000000,0,353,71,6.0,19.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.153,62.64.64.0,Lviv Oblast,1.0,1.0,1,1,2024-06-23 03:33:05.000000,2025-01-09 14:33:08.000000,0,354,73,6.0,18.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.169,62.64.64.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 21:33:05.000000,2025-01-09 10:33:09.000000,0,375,74,6.0,16.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.3,62.64.64.0,Lviv Oblast,1.0,1.0,0,1,2024-06-23 00:36:18.000000,2025-01-08 08:36:29.000000,0,268,68,8.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.81,62.64.64.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 08:36:39.000000,2025-01-09 12:33:08.000000,0,351,64,6.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.64.9,62.64.64.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 10:36:51.000000,2025-01-09 00:33:12.000000,0,370,66,6.0,11.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.65.113,62.64.65.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 18:36:56.000000,2025-01-09 13:33:07.000000,0,338,63,6.0,21.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.65.225,62.64.65.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 14:37:06.000000,2025-01-07 15:33:10.000000,0,330,63,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.65.57,62.64.65.0,Lviv Oblast,0.0,0.20833333333333334,0,1,2024-07-22 02:33:06.000000,2024-08-01 15:33:06.000000,0,21,2,8.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.65.97,62.64.65.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 12:36:50.000000,2025-01-09 07:33:44.000000,0,347,85,6.0,13.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.113,62.64.66.0,Lviv Oblast,1.0,1.0,0,1,2024-07-02 23:33:06.000000,2024-12-31 13:33:07.000000,0,11,42,9.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.117,62.64.66.0,Lviv Oblast,0.0,0.0,0,1,2024-09-02 07:33:05.000000,2025-01-08 09:33:08.000000,0,43,56,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.153,62.64.66.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 08:36:39.000000,2025-01-09 04:33:09.000000,0,77,78,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.181,62.64.66.0,Lviv Oblast,1.0,1.0,0,1,2024-06-23 01:33:05.000000,2025-01-08 04:33:15.000000,0,69,91,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.197,62.64.66.0,Lviv Oblast,1.0,1.0,0,1,2024-06-23 08:33:06.000000,2025-01-08 10:33:11.000000,0,69,61,6.0,17.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
62.64.66.205,62.64.66.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 09:36:56.000000,2025-01-09 14:33:08.000000,0,59,61,6.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
